name,age,vintage,vol,ml,price
"Yoichi, Original BottlingSingle Cask b.2013(Cask 100215)",25,1988,62.00%,700,2821 €March 2019
"Yoichi, Original BottlingSherry & Sweet",12,,55.00%,500,333 €June 2019
"Yoichi, Original BottlingWoody & Vanillic",12,,55.00%,500,272 €June 2019
"Yoichi, Original BottlingSingle Cask b.2011(Cask 129651)",20,1991,63.00%,700,1405 €December 2018
"Yoichi, Original BottlingSingle Cask b.2005(Cask 129504)",14,1991,64.00%,750,630 €August 2016
"Yoichi, Original BottlingWoody & Vanillic",,,55.00%,500,104 €June 2019
"Yoichi, Original Bottling",10,,45.00%,180,50 €February 2018
"Yoichi, Original BottlingSingle Cask b.2012(Cask 202393)",23,1989,60.00%,700,982 €May 2017
"Yoichi, Original BottlingSingle Cask b.2004(Cask 254829)",17,1987,53.10%,700,1043 €September 2017
"Yoichi, Original BottlingBourbon Wood Finish b.2018",,,46.00%,700,151 €June 2019
"Yoichi, Original BottlingSingle Cask b.2014(Cask 129459)",23,1991,62.00%,700,2099 €June 2019
"Yoichi, Original Bottling2000 (Cask Strength)",,,57.00%,500,123 €June 2019
"Yoichi, Original Bottling (US Import)",15,,45.00%,750,428 €June 2019
"Yoichi, Scotch Malt Whisky Society116.12 b.2007",21,1986,54.20%,700,3925 €November 2016
"Yoichi, Scotch Malt Whisky Society116.18 b.2012One of 410 Bottles",18,1994,64.40%,700,1358 €June 2019
"Yoichi, Scotch Malt Whisky Society116.17 b.2012One of 485 Bottles",25,1987,59.20%,700,1959 €May 2019
"Yoichi, Scotch Malt Whisky Society116.1 b.2002",16,1986,56.60%,700,2781 €May 2019
"Yoichi, Scotch Malt Whisky Society116.10 b.2005",18,1987,52.20%,700,1105 €November 2017
"Yoichi, Scotch Malt Whisky Society116.20 b.2013One of 452 Bottles",26,1987,61.60%,700,2023 €May 2019
"Yoichi, Scotch Malt Whisky Society116.19 b.2014One of 526 Bottles",20,1994,61.30%,700,1253 €May 2018
"Yoichi, Scotch Malt Whisky Society116.15 b.2008One of 169 Bottles",25,1983,58.90%,700,3187 €April 2019
"Yoichi, Scotch Malt Whisky Society116.13 b.2008",23,1985,51.70%,700,1153 €December 2017
"Yoichi, Scotch Malt Whisky Society116.16One of 261 Bottles",26,,59.60%,700,3187 €April 2019
"Yoichi, Scotch Malt Whisky Society116.2 b.2001",11,1990,61.00%,700,1220 €May 2019
"Yoichi, Scotch Malt Whisky Society116.5 b.2004",18,1986,50.50%,700,901 €October 2015
"Yoichi, Scotch Malt Whisky Society116.7 b.2004",15,1989,61.80%,700,1015 €December 2017
"Yoichi, Scotch Malt Whisky Society116.4 b.2001",13,1988,64.90%,700,940 €March 2017
