Index,age,vintage,bottled,avp,size,price,name,bottling,bottler,loc/type,country,name_1,name_2
1905,34,1976,2010,57.80%,700,488.4,BenRiach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
1906,17,1978,1995,59.70%,50,91.02,BenRiach,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,BenRiach,BenRiach
1907,30,1978,2008,50.00%,700,390.72,BenRiach Single Cask (Moscatel Finish),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
1908,32,1978,2010,50.40%,700,352.98,BenRiach Single Cask (IPA),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
1909,9,2005,2014,58.70%,700,84.36,BenRiach Peat (Virgin Oak Finish),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Peat
2496,8,2005,2013,58.10%,700,85.47,BenRiach Peated (Virgin Oak Finish),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Peated
3045,38,1976,2014,48.80%,700,596.07,BenRiach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
3046,18,1995,2013,52.90%,700,117.66,BenRiach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
3047,15,1999,2014,56.10%,700,103.23,BenRiach Single Cask (Sherry Finish),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
3635,12,2005,2017,53.10%,700,107.67,BenRiach,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach
3636,10,2007,2017,62.20%,700,102.12,BenRiach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
4017,33,1972,2005,45.00%,700,409.59,BenRiach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
4018,16,1999,2015,56.60%,700,123.21,BenRiach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
4019,10,2004,2014,46.00%,700,87.69,BenRiach 10th Anniversary,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach 10th
4020,10,2007,2017,61.90%,700,116.55,BenRiach,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach
4252,14,1994,2008,54.00%,700,147.63,BenRiach Single Cask (Virgin Oak),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
4853,33,1977,2010,52.20%,700,485.07,BenRiach PX Ximinez Sherry Finish,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach PX
4854,34,1977,2011,54.30%,700,552.78,BenRiach PX Ximinez Sherry Finish,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach PX
4855,20,1996,2016,44.50%,700,102.12,BenRiach Authentic Collection,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,BenRiach,BenRiach Authentic
5294,19,1994,2013,57.60%,700,120.99,BenRiach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
5295,16,1998,2014,58.50%,700,94.35,BenRiach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
5296,15,1999,2014,54.10%,700,123.21,BenRiach Distillery Exclusive (Pedro Ximénez Finish),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Distillery
5297,14,2000,2014,59.30%,700,89.91,BenRiach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
5693,35,1976,2011,54.90%,700,436.23,BenRiach Peat,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Peat
5694,29,1983,2012,44.50%,700,250.86,BenRiach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
5695,21,1985,2006,54.50%,700,163.17,BenRiach Single Cask (Peated),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
6019,,1969,,40.00%,750,293.04,BenRiach Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,BenRiach,BenRiach Connoisseurs
6020,31,1978,2009,51.20%,700,341.88,BenRiach Single Cask (Gaja Barolo),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
6021,19,1990,2009,50.00%,700,103.23,BenRiach The Old Malt Cask,"Douglas Laing, Speyside Single Malt",Douglas Laing,Speyside,UK,BenRiach,BenRiach The
6022,22,1994,2016,55.10%,700,196.47,BenRiach Single Cask (Peated Tokaji Finish),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
6023,16,1995,2011,58.30%,750,115.44,BenRiach Single Cask (PX Finish),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
6266,24,1987,2011,52.00%,700,202.02,BenRiach Cask Exclusive,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Cask
6466,33,1975,2008,53.70%,700,634.92,BenRiach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
6467,30,1986,2016,55.60%,700,465.09,BenRiach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
6468,18,1996,2014,54.40%,700,158.73,BenRiach Single Cask (Pedro Ximénez Finish),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
6469,19,1996,2015,54.30%,700,194.25,BenRiach Single Cask (Pedro Ximénez Finish),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
6820,30,1983,2013,43.90%,700,341.88,BenRiach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,BenRiach,BenRiach Single
6821,11,1996,2007,46.00%,700,42.18,BenRiach McGibbon´s Provenance,"Douglas McGibbon, Speyside Single Malt",Douglas McGibbon,Speyside,UK,BenRiach,BenRiach McGibbon´s
389,,1968,,40.00%,750,264.18,Benrinnes Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benrinnes,Benrinnes Connoisseurs
390,,1968,,40.00%,50,9.99,Benrinnes,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benrinnes,Benrinnes
391,26,1982,2008,57.40%,700,375.18,Benrinnes,"The Bottlers, Speyside Single Malt",The Bottlers,Speyside,UK,Benrinnes,Benrinnes
392,28,1988,2016,50.40%,700,169.83,Benrinnes,"Murray McDavid, Speyside Single Malt",Murray McDavid,Speyside,UK,Benrinnes,Benrinnes
812,14,1968,1982,40.00%,750,261.96,Benrinnes Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benrinnes,Benrinnes Connoisseurs
813,21,1974,1995,60.40%,700,295.26,Benrinnes Rare Malts,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benrinnes,Benrinnes Rare
913,28,1984,2012,46.90%,700,116.55,Benrinnes Liquid Library,"The Whisky Agency, Speyside Single Malt",The Whisky Agency,Speyside,UK,Benrinnes,Benrinnes Liquid
914,23,1985,2008,58.80%,700,270.84,Benrinnes Flora & Fauna,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benrinnes,Benrinnes Flora
915,17,1985,2002,60.20%,700,305.25,Benrinnes,"The Bottlers, Speyside Single Malt",The Bottlers,Speyside,UK,Benrinnes,Benrinnes
916,11,1988,1999,57.00%,700,134.31,Benrinnes 36.18,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benrinnes,Benrinnes 36.18
917,21,1992,2013,56.90%,700,237.54,Benrinnes Cask Strength,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benrinnes,Benrinnes Cask
918,12,1998,2010,46.00%,700,44.4,Benrinnes McGibbon´s Provenance,"Douglas McGibbon, Speyside Single Malt",Douglas McGibbon,Speyside,UK,Benrinnes,Benrinnes McGibbon´s
1436,10,2006,2016,53.80%,700,65.49,Benrinnes Exclusive Malts,"Creative Whisky Company, Speyside Single Malt",Creative Whisky Company,Speyside,UK,Benrinnes,Benrinnes Exclusive
1910,12,1968,1980,40.00%,750,304.14,Benrinnes Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benrinnes,Benrinnes Connoisseurs
1911,20,1997,2017,59.80%,700,107.67,Benrinnes,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Benrinnes,Benrinnes
3048,18,1971,1989,55.30%,50,18.87,Benrinnes,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Benrinnes,Benrinnes
3049,14,1974,1988,56.70%,750,290.82,Benrinnes 36.5,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Benrinnes,Benrinnes 36.5
3050,34,1976,2010,43.00%,700,268.62,Benrinnes Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benrinnes,Benrinnes Connoisseurs
3051,17,1978,1995,40.00%,50,12.21,Benrinnes,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benrinnes,Benrinnes
4021,25,1973,1998,40.00%,700,214.23,Benrinnes Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benrinnes,Benrinnes Connoisseurs
4022,15,1991,2006,43.00%,700,64.38,Benrinnes Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benrinnes,Benrinnes Connoisseurs
4023,20,1997,2017,56.40%,700,62.16,Benrinnes,"Scotland Grindlay Ltd., Speyside Single Malt",Scotland Grindlay Ltd.,Speyside,UK,Benrinnes,Benrinnes
4024,16,2000,2016,46.00%,700,58.83,Benrinnes,"Berry Bros & Rudd, Speyside Single Malt",Berry Bros & Rudd,Speyside,UK,Benrinnes,Benrinnes
4548,25,1979,2004,53.50%,700,173.16,Benrinnes Scott´s Selection,"Robert Scott & Co, Speyside Single Malt",Robert Scott & Co,Speyside,UK,Benrinnes,Benrinnes Scott´s
4549,18,1997,2015,58.50%,700,153.18,Benrinnes 36.98,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Benrinnes,Benrinnes 36.98
4856,12,2004,2016,60.00%,700,78.81,Benrinnes 36.127,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benrinnes,Benrinnes 36.127
5298,11,1989,2000,40.00%,700,63.27,Benrinnes Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benrinnes,Benrinnes Connoisseurs
5299,10,1989,1999,43.00%,700,124.32,Benrinnes,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Benrinnes,Benrinnes
5696,18,1979,1997,43.00%,700,89.91,Benrinnes,"Hart Brothers, Speyside Single Malt",Hart Brothers,Speyside,UK,Benrinnes,Benrinnes
5697,8,2007,2015,46.00%,700,42.18,Benrinnes Hepburn´s Choice,"Langside Distillers, Speyside Single Malt",Langside Distillers,Speyside,UK,Benrinnes,Benrinnes Hepburn´s
6267,9,1988,1997,40.00%,700,66.6,Benrinnes Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benrinnes,Benrinnes Connoisseurs
6470,9,1989,1998,43.00%,750,99.9,Benrinnes (US Import),"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Benrinnes,Benrinnes (US
6471,15,1999,2014,57.50%,700,178.71,Benrinnes 36.90,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Benrinnes,Benrinnes 36.90
6822,30,1984,2014,56.60%,700,340.77,Benrinnes,"Silver Seal, Speyside Single Malt",Silver Seal,Speyside,UK,Benrinnes,Benrinnes
6823,16,1995,2011,51.20%,700,98.79,Benrinnes,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Benrinnes,Benrinnes
393,18,1978,1996,43.00%,50,22.2,Benromach,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Benromach,Benromach
919,,1968,,43.00%,700,805.86,Benromach Sherry Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Sherry
1437,16,1968,1984,43.00%,750,408.48,Benromach Connoisseurs Choice (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benromach,Benromach Connoisseurs
1438,14,1982,1996,63.00%,700,231.99,Benromach Cask Strength,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benromach,Benromach Cask
1439,7,2010,2017,61.00%,700,140.97,Benromach Distillery Exclusive,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Distillery
1912,,1968,,40.00%,50,22.2,Benromach,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benromach,Benromach
2497,14,2002,2016,55.70%,700,102.12,Benromach Single Bourbon Cask (Distillery Exclusive),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Single
3052,,1970,,40.00%,750,223.11,Benromach Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benromach,Benromach Connoisseurs
3053,19,1978,1997,63.80%,700,239.76,Benromach Rare Malts,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Rare
3054,10,2003,2013,58.20%,700,77.7,Benromach Cask Strength,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Cask
3055,,2007,,45.00%,700,56.61,Benromach Hermitage,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Hermitage
3637,14,1965,1979,45.71%,1326,435.12,Benromach,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Benromach,Benromach
3638,42,1969,2011,42.60%,700,742.59,Benromach Sherry Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Sherry
3639,18,1982,2000,61.00%,700,178.71,Benromach Cask Strength,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benromach,Benromach Cask
3640,8,1999,2007,53.00%,700,84.36,Benromach Second Release,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Second
4025,8,2008,2016,59.60%,700,130.98,Benromach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Single
4550,,1970,,40.00%,750,210.9,Benromach Spirit of Scotland (US Import),"Speymalt Whisky Distributors Ltd., Speyside Single Malt",Speymalt Whisky Distributors Ltd.,Speyside,UK,Benromach,Benromach Spirit
4551,10,2005,2015,45.00%,700,62.16,Benromach Hermitage Finish,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Hermitage
4857,7,2000,2007,57.00%,700,109.89,Benromach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Single
4858,6,2002,2008,45.00%,700,68.82,Benromach Monastrell Wood Finish,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Monastrell
5300,22,1971,1993,40.00%,700,253.08,Benromach Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Benromach,Benromach Connoisseurs
5301,8,2000,2008,57.00%,700,158.73,Benromach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Single
5302,8,1999,2007,55.00%,700,83.25,Benromach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Single
5303,7,2002,2009,45.00%,700,77.7,Benromach Pago Capellanes Picon,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Pago
5698,9,1978,1987,64.50%,700,291.93,Benromach 47.1,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Benromach,Benromach 47.1
6024,25,1981,2006,54.20%,700,219.78,Benromach Cask Strength,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Cask
6268,8,2006,2014,45.00%,700,48.84,Benromach Chateau Cissac Wood Finish,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Chateau
6472,8,2000,2008,57.00%,700,107.67,Benromach Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Single
6824,13,2003,2016,57.90%,700,132.09,Benromach Distillery Exclusive,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Benromach,Benromach Distillery
155,23,1965,1988,46.00%,750,1001.22,Bladnoch The Costumes,"Moon-Import, Lowlands Single Malt",Moon-Import,Lowlands,UK,Bladnoch,Bladnoch The
394,16,1980,1996,46.00%,700,144.3,Bladnoch First Cask,"Direct Wines, Lowlands Single Malt",Direct Wines,Lowlands,UK,Bladnoch,Bladnoch First
395,10,1984,1994,43.00%,50,21.09,Bladnoch,"Signatory Vintage, Lowlands Single Malt",Signatory Vintage,Lowlands,UK,Bladnoch,Bladnoch
920,25,1990,2015,52.80%,700,194.25,Bladnoch 50.65,"Scotch Malt Whisky Society, Lowlands Single Malt",Scotch Malt Whisky Society,Lowlands,UK,Bladnoch,Bladnoch 50.65
1440,23,1977,2000,53.60%,700,277.5,Bladnoch Rare Malts,"Original Bottling, Lowlands Single Malt",Original Bottling,Lowlands,UK,Bladnoch,Bladnoch Rare
1913,19,1992,2011,46.00%,700,166.5,Bladnoch Distillery Label,"Original Bottling, Lowlands Single Malt",Original Bottling,Lowlands,UK,Bladnoch,Bladnoch Distillery
1914,23,1966,1989,43.00%,50,13.32,Bladnoch,"Signatory Vintage, Lowlands Single Malt",Signatory Vintage,Lowlands,UK,Bladnoch,Bladnoch
1915,20,1990,2010,52.40%,700,127.65,Bladnoch Single Cask,"Original Bottling, Lowlands Single Malt",Original Bottling,Lowlands,UK,Bladnoch,Bladnoch Single
1916,19,1992,2011,51.70%,700,111,Bladnoch,"Berry Bros & Rudd, Lowlands Single Malt",Berry Bros & Rudd,Lowlands,UK,Bladnoch,Bladnoch
2498,,1984,,43.00%,700,86.58,Bladnoch,"The Merchant's Collection, Lowlands Single Malt",The Merchant's Collection,Lowlands,UK,Bladnoch,Bladnoch
2499,13,1988,2001,40.00%,700,86.58,Bladnoch Connoisseurs Choice,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail,Lowlands,UK,Bladnoch,Bladnoch Connoisseurs
2500,20,1992,2012,48.10%,700,144.3,Bladnoch,"Blackadder, Lowlands Single Malt",Blackadder,Lowlands,UK,Bladnoch,Bladnoch
2501,11,2002,2013,46.00%,700,81.03,Bladnoch Single Cask,"Original Bottling, Lowlands Single Malt",Original Bottling,Lowlands,UK,Bladnoch,Bladnoch Single
3056,15,1967,1982,40.00%,750,372.96,Bladnoch Connoisseurs Choice (Pinerolo),"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail,Lowlands,UK,Bladnoch,Bladnoch Connoisseurs
3057,20,1992,2012,55.00%,700,164.28,Bladnoch Single Cask,"Original Bottling, Lowlands Single Malt",Original Bottling,Lowlands,UK,Bladnoch,Bladnoch Single
3641,34,1958,1992,43.50%,700,1139.97,Bladnoch,"Cadenhead, Lowlands Single Malt",Cadenhead,Lowlands,UK,Bladnoch,Bladnoch
3642,16,1980,1996,43.00%,50,21.09,Bladnoch,"Signatory Vintage, Lowlands Single Malt",Signatory Vintage,Lowlands,UK,Bladnoch,Bladnoch
4026,12,1987,1999,43.00%,700,85.47,Bladnoch,"Signatory Vintage, Lowlands Single Malt",Signatory Vintage,Lowlands,UK,Bladnoch,Bladnoch
4027,14,1993,2007,43.00%,700,68.82,Bladnoch Private Cellar,"Forbes Ross & Co., Lowlands Single Malt",Forbes Ross & Co.,Lowlands,UK,Bladnoch,Bladnoch Private
4253,7,1988,1995,43.00%,700,71.04,Bladnoch,"Signatory Vintage, Lowlands Single Malt",Signatory Vintage,Lowlands,UK,Bladnoch,Bladnoch
4552,16,1975,1991,40.00%,750,126.54,Bladnoch Connoisseurs Choice,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail,Lowlands,UK,Bladnoch,Bladnoch Connoisseurs
4553,18,1980,1998,54.10%,700,506.16,Bladnoch,"Kingsbury, Lowlands Single Malt",Kingsbury,Lowlands,UK,Bladnoch,Bladnoch
4554,25,1990,2015,50.70%,700,162.06,Bladnoch Authentic Collection,"Cadenhead, Lowlands Single Malt",Cadenhead,Lowlands,UK,Bladnoch,Bladnoch Authentic
4555,8,2007,2015,59.80%,700,74.37,Bladnoch,"Whiskybroker.co.uk, Lowlands Single Malt",Whiskybroker.co.uk,Lowlands,UK,Bladnoch,Bladnoch
5304,12,1988,2000,43.00%,700,112.11,Bladnoch,"Signatory Vintage, Lowlands Single Malt",Signatory Vintage,Lowlands,UK,Bladnoch,Bladnoch
5305,26,1990,2016,55.30%,700,209.79,Bladnoch 50.86,"Scotch Malt Whisky Society, Lowlands Single Malt",Scotch Malt Whisky Society,Lowlands,UK,Bladnoch,Bladnoch 50.86
5699,13,1987,2000,40.00%,700,83.25,Bladnoch Connoisseurs Choice,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail,Lowlands,UK,Bladnoch,Bladnoch Connoisseurs
6025,19,1992,2011,55.00%,700,136.53,Bladnoch Sheep Label,"Original Bottling, Lowlands Single Malt",Original Bottling,Lowlands,UK,Bladnoch,Bladnoch Sheep
