Index,Maker,Year Distrilled,age in cast,ABV,Single Malt Scotch,Flavored Whiskey and Liqueurs,Bourbon, Blended Malt Scotch Whisky ,Blended Scotch Whisky,Blended Whiskey (Multi-country), Single Malt Whisky (Multi-country), Single Grain Whisky (Multi-country),Japan, Canada,Irish,Generic Whisky (Multi-country),Rye Whisky,White Whisky,Craft Whisky,SUM,Review Score (Points), price ,Original Style,country
2515,Lambay,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,88,$35 ,Irish Blended Whisky,IE
2537,Bushmills,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,87,$23 ,Irish Blended Whisky,IE
2549,West Cork,2018,,62.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,87,$55 ,Irish Blended Whisky,IE
2552,Barr an Uisce,,,43.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,87,$50 ,Irish Blended Whisky,IE
2555,Clonakilty,,,43.60%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,87,$50 ,Irish Blended Whisky,IE
2557,The Temple Bar,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,87,$40 ,Irish Blended Whisky,IE
2558,Redwood Empire,,,45.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,87,$45 ,American Blended Whisky,US
2559,John L. Sullivan,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,87,$26 ,Irish Blended Whisky,IE
2564,Sons of Erin,,15 years old,46.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,87,$110 ,Irish Blended Whisky,IE
2567,The Distiller's Safe,,,43.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,86,$74 ,Irish Blended Whisky,IE
2579,Pearse,,,42.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,86,$40 ,Irish Blended Whisky,IE
2582,Writers Tears,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,86,$40 ,Irish Blended Whisky,IE
2585,Bushmills,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,86,$35 ,Irish Blended Whisky,IE
2586,Bushmills,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,86,$23 ,Irish Blended Whisky,IE
2595,West Cork,,,43.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,86,$40 ,Irish Blended Whisky,IE
2597,Slaughter House,,,44.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,86,$40 ,American Blended Whisky,US
2602,The Cooper,,,43.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,85,$70 ,Irish Blended Whisky,IE
2603,Jameson,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,85,$38 ,Irish Blended Whisky,IE
2618,Pearse,,,42.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,85,$50 ,Irish Blended Whisky,IE
2625,Uisce Beatha,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,85,$29 ,Irish Blended Whisky,IE
2630,Kinahan,,,46.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,85,$40 ,Irish Blended Whisky,IE
2631,The Quiet Man,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,85,$40 ,Irish Blended Whisky,IE
2639,Clontarf,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,85,$22 ,Irish Blended Whisky,IE
2640,Douhans,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,85,$18 ,Irish Blended Whisky,IE
2641,Wolfhound,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,85,$19 ,Irish Blended Whisky,IE
2642,A.P. Hotaling,,,48.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,85,$50 ,American Blended Whisky,US
2643,Blackened,,,45.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,85,$43 ,American Blended Whisky,US
2644,Proper No. Twelve,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,85,$30 ,Irish Blended Whisky,IE
2646,Jameson,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,84,$38 ,Irish Blended Whisky,IE
2662,Paddy ,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,84,$20 ,Irish Blended Whisky,IE
2672,Tanner,,,42.50%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,84,$35 ,American Blended Whisky,US
2673,The Pogues,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,84,$40 ,Irish Blended Whisky,IE
2694,Jameson,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,82,$23 ,Irish Blended Whisky,IE
2696,Kilbeggan,,21 years old,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,82,$132 ,Irish Blended Whisky,IE
2711,West Cork,,,62.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,82,$55 ,Irish Blended Whisky,IE
2713,Moon Harbour,,,45.80%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,82,$59 ,Blended French Whisky,FR
2714,The Silkie,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,82,$50 ,Irish Blended Whisky,IE
2715,Jameson,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,81,$48 ,Irish Blended Whisky,IE
2716,Tullamore D.E.W.,,10 years old,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,81,$35 ,Irish Blended Whisky,IE
2717,Tullamore D.E.W.,,,55.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,81,$75 ,Irish Blended Whisky,IE
2718,Wemyss,,20 years old,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,81,$155 ,Blended Malt Scotch Whisky,UK
2719,Ballantine,,17 years old,43.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,81,$80 ,Blended Scotch Whisky,UK
2720,Ballantine,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,81,$21 ,Blended Scotch Whisky,UK
2721,William Grant Rare Cask Reserves,,25 years old,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,81,$340 ,Blended Malt Scotch Whisky,UK
2722,Sir Edward,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,81,$14 ,Blended Scotch Whisky,UK
2723,Monarch of the Glen,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,81,$12 ,Blended Scotch Whisky,UK
2724,Douglas Laing,,,46.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,81,$75 ,Blended Scotch Whisky,UK
2725,Highland Queen,,8 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,81,$56 ,Blended Scotch Whisky,UK
2726,McDougall,,13 years old,54.70%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,80,$120 ,Blended Malt Scotch Whisky,UK
2727,The Antiquary,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,80,$20 ,Blended Scotch Whisky,UK
2728,Tullamore D.E.W.,,12 years old,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,80,$40 ,Irish Blended Whisky,IE
2729,Cutty Sark,,,40.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,80,$30 ,Blended Malt Scotch Whisky,UK
2730,Wemyss,,12 years old,40.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,80,$55 ,Blended Malt Scotch Whisky,UK
2731,Slane Castle,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,80,$23 ,Irish Blended Whisky,IE
2732,Bastille,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,80,$25 ,Blended French Whisky,FR
2733,Double Barrel,,,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,80,$49 ,Blended Malt Scotch Whisky,UK
2734,Alibi,,,45.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,80,$24 ,American Blended Whisky,US
2735,That Boutique-y Whisky Company,,,58.30%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,80,$114 ,Blended Malt Scotch Whisky,UK
2736,The Epicurean,,,46.20%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,80,$44 ,Blended Malt Scotch Whisky,UK
2737,MacQueen,,3 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,80,$13 ,Blended Scotch Whisky,UK
2738,Tullamore D.E.W.,,12 years old,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,79,$46 ,Irish Blended Whisky,IE
2739,Wemyss,,8 years old,40.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,79,$40 ,Blended Malt Scotch Whisky,UK
2740,Islay Mist,,8 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,79,$24 ,Blended Scotch Whisky,UK
2741,West Cork,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,79,$27 ,Irish Blended Whisky,IE
2742,High Commissioner,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,79,$15 ,Blended Scotch Whisky,UK
2743,Jameson,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,78,$38 ,Irish Blended Whisky,IE
